index,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,artist,song_name,cluster
1419,0.733,0.94,7,-4.494,0,0.0397,0.0144,0.452,0.0602,0.579,124.988,audio_features,706JO4KVLLUJGABvEjFVwz,spotify:track:706JO4KVLLUJGABvEjFVwz,https://api.spotify.com/v1/tracks/706JO4KVLLUJGABvEjFVwz,https://api.spotify.com/v1/audio-analysis/706JO4KVLLUJGABvEjFVwz,205440,4,PRE55URE,The Way It Is,2
1421,0.56,0.887,9,-3.524,1,0.0596,0.0482,0.0,0.0958,0.397,125.0,audio_features,4odMGVNm2t07wwtzxKUlBc,spotify:track:4odMGVNm2t07wwtzxKUlBc,https://api.spotify.com/v1/tracks/4odMGVNm2t07wwtzxKUlBc,https://api.spotify.com/v1/audio-analysis/4odMGVNm2t07wwtzxKUlBc,160800,4,Tungevaag & Sick Individuals & MARF,Miss You,2
1422,0.755,0.716,6,-5.089,1,0.0376,0.0253,0.00149,0.131,0.441,124.018,audio_features,5zHRrkIk98Adfqh25kMZFU,spotify:track:5zHRrkIk98Adfqh25kMZFU,https://api.spotify.com/v1/tracks/5zHRrkIk98Adfqh25kMZFU,https://api.spotify.com/v1/audio-analysis/5zHRrkIk98Adfqh25kMZFU,150771,4,Dillon Francis & Shift K3Y & Marc E. Bassy,Love Me Better (with Shift K3Y & Marc E. Bassy),2
1423,0.788,0.707,7,-4.878,1,0.13,0.0061,4.48e-05,0.139,0.31,126.026,audio_features,7tks4SpHKvcPiMb6cql9Er,spotify:track:7tks4SpHKvcPiMb6cql9Er,https://api.spotify.com/v1/tracks/7tks4SpHKvcPiMb6cql9Er,https://api.spotify.com/v1/audio-analysis/7tks4SpHKvcPiMb6cql9Er,179500,4,Winona Oak & Robin Schulz & Dario Rodriguez,Oxygen - Dario Rodriguez Remix,2
1424,0.845,0.709,11,-5.588,0,0.0786,0.0203,1.31e-05,0.288,0.892,124.904,audio_features,2ipTMqLLogZOwB3VXafqTR,spotify:track:2ipTMqLLogZOwB3VXafqTR,https://api.spotify.com/v1/tracks/2ipTMqLLogZOwB3VXafqTR,https://api.spotify.com/v1/audio-analysis/2ipTMqLLogZOwB3VXafqTR,163109,4,Mr. Belt & Wezol,Not Dancing,2
1425,0.601,0.881,1,-3.834,1,0.0291,0.0317,0.0364,0.441,0.86,125.026,audio_features,0WNjZebEUjiPEdVqfYjlcZ,spotify:track:0WNjZebEUjiPEdVqfYjlcZ,https://api.spotify.com/v1/tracks/0WNjZebEUjiPEdVqfYjlcZ,https://api.spotify.com/v1/audio-analysis/0WNjZebEUjiPEdVqfYjlcZ,204849,4,Majestic & Nightcrawlers,Losing My Mind,1
1426,0.817,0.826,6,-4.541,1,0.0486,0.0614,0.103,0.115,0.386,122.084,audio_features,38XcmJDV2pjjVcCvdpMpA2,spotify:track:38XcmJDV2pjjVcCvdpMpA2,https://api.spotify.com/v1/tracks/38XcmJDV2pjjVcCvdpMpA2,https://api.spotify.com/v1/audio-analysis/38XcmJDV2pjjVcCvdpMpA2,169426,4,Yves V & FR!ES,High Like This,2
1427,0.623,0.844,10,-4.296,1,0.0457,0.0205,0.532,0.158,0.632,125.007,audio_features,2rqgrjE3T96UvvQ0MheJ8T,spotify:track:2rqgrjE3T96UvvQ0MheJ8T,https://api.spotify.com/v1/tracks/2rqgrjE3T96UvvQ0MheJ8T,https://api.spotify.com/v1/audio-analysis/2rqgrjE3T96UvvQ0MheJ8T,222250,4,Chapter & Verse,Ashes,2
1428,0.638,0.856,1,-5.116,1,0.0382,0.0784,0.022,0.0914,0.36,125.987,audio_features,1Ckah0ICBG4AoAY0x6LbSF,spotify:track:1Ckah0ICBG4AoAY0x6LbSF,https://api.spotify.com/v1/tracks/1Ckah0ICBG4AoAY0x6LbSF,https://api.spotify.com/v1/audio-analysis/1Ckah0ICBG4AoAY0x6LbSF,194762,4,LP Giobbi & hermixalot,Believer,6
1429,0.789,0.752,1,-4.274,0,0.164,0.027,2.69e-05,0.613,0.739,122.98,audio_features,19eIZmuXlBmLTha1lPHef7,spotify:track:19eIZmuXlBmLTha1lPHef7,https://api.spotify.com/v1/tracks/19eIZmuXlBmLTha1lPHef7,https://api.spotify.com/v1/audio-analysis/19eIZmuXlBmLTha1lPHef7,168577,4,Stromae & Dubdogz,Alors On Danse - DubDogz Remix,1
1430,0.639,0.769,1,-5.077,1,0.0383,0.000701,0.742,0.0553,0.177,123.983,audio_features,0pIiCv0GdhtsOjCJ5Y7zHj,spotify:track:0pIiCv0GdhtsOjCJ5Y7zHj,https://api.spotify.com/v1/tracks/0pIiCv0GdhtsOjCJ5Y7zHj,https://api.spotify.com/v1/audio-analysis/0pIiCv0GdhtsOjCJ5Y7zHj,176492,4,HUGEL & Cumbiafrica,Morenita,6
1431,0.551,0.774,4,-5.724,0,0.0509,0.0808,3.68e-06,0.622,0.351,126.042,audio_features,3qwDbGKZzA7CMobf35EwsW,spotify:track:3qwDbGKZzA7CMobf35EwsW,https://api.spotify.com/v1/tracks/3qwDbGKZzA7CMobf35EwsW,https://api.spotify.com/v1/audio-analysis/3qwDbGKZzA7CMobf35EwsW,156190,4,MOTi,Show Me Love,6
1432,0.63,0.897,6,-3.807,0,0.206,0.0483,6.77e-06,0.0944,0.625,108.312,audio_features,04J03yanQCmSuigan5Y0cM,spotify:track:04J03yanQCmSuigan5Y0cM,https://api.spotify.com/v1/tracks/04J03yanQCmSuigan5Y0cM,https://api.spotify.com/v1/audio-analysis/04J03yanQCmSuigan5Y0cM,136982,4,KSHMR & Sak Noel & TxTHEWAY,Bruk It Down (feat. TxTHEWAY),3
1434,0.688,0.852,11,-4.73,0,0.0332,0.464,1.49e-06,0.147,0.519,124.969,audio_features,2cE7I6BIi2GaVi5y0YYd5F,spotify:track:2cE7I6BIi2GaVi5y0YYd5F,https://api.spotify.com/v1/tracks/2cE7I6BIi2GaVi5y0YYd5F,https://api.spotify.com/v1/audio-analysis/2cE7I6BIi2GaVi5y0YYd5F,165120,4,Yves V,Round & Round,2
1435,0.629,0.781,8,-5.975,1,0.0481,0.0288,0.0,0.269,0.71,123.977,audio_features,1ml0dtE1KtsXacLt7NJkze,spotify:track:1ml0dtE1KtsXacLt7NJkze,https://api.spotify.com/v1/tracks/1ml0dtE1KtsXacLt7NJkze,https://api.spotify.com/v1/audio-analysis/1ml0dtE1KtsXacLt7NJkze,204251,4,Ella Henderson & Roger Sanchez,Dream On Me - Roger Sanchez Remix,2
1436,0.809,0.855,6,-5.077,1,0.293,0.0407,0.000503,0.0729,0.527,124.011,audio_features,4pAxG2OEh4LSNuZFzDRUbN,spotify:track:4pAxG2OEh4LSNuZFzDRUbN,https://api.spotify.com/v1/tracks/4pAxG2OEh4LSNuZFzDRUbN,https://api.spotify.com/v1/audio-analysis/4pAxG2OEh4LSNuZFzDRUbN,148500,4,Phil The Beat & ILIRA,Anytime,3
1437,0.817,0.776,6,-4.976,1,0.303,0.0453,0.0,0.158,0.718,124.03,audio_features,77BDJDKKWm11KXQh0Sv4Jf,spotify:track:77BDJDKKWm11KXQh0Sv4Jf,https://api.spotify.com/v1/tracks/77BDJDKKWm11KXQh0Sv4Jf,https://api.spotify.com/v1/audio-analysis/77BDJDKKWm11KXQh0Sv4Jf,182500,4,NERVO & Plastik Funk & Tim Morrison,Dare Me,3
1438,0.729,0.802,11,-6.363,0,0.056,0.013,0.0,0.114,0.507,126.005,audio_features,4suOHUdKByW9TMWodgwBKo,spotify:track:4suOHUdKByW9TMWodgwBKo,https://api.spotify.com/v1/tracks/4suOHUdKByW9TMWodgwBKo,https://api.spotify.com/v1/audio-analysis/4suOHUdKByW9TMWodgwBKo,144762,4,Lady Bee & Cara Melín,Driver Seat,2
1439,0.642,0.709,0,-7.064,1,0.0421,0.00176,0.505,0.291,0.0641,118.928,audio_features,5erj647SYiDcIR8Zwi6tc9,spotify:track:5erj647SYiDcIR8Zwi6tc9,https://api.spotify.com/v1/tracks/5erj647SYiDcIR8Zwi6tc9,https://api.spotify.com/v1/audio-analysis/5erj647SYiDcIR8Zwi6tc9,184611,4,Swedish House Mafia,It Gets Better,6
1441,0.673,0.979,5,-4.789,0,0.0528,0.00112,0.857,0.0497,0.41,125.02,audio_features,4jvCYgzFijnYGxqQcJgRnu,spotify:track:4jvCYgzFijnYGxqQcJgRnu,https://api.spotify.com/v1/tracks/4jvCYgzFijnYGxqQcJgRnu,https://api.spotify.com/v1/audio-analysis/4jvCYgzFijnYGxqQcJgRnu,211200,4,Simon Fava & Yvvan Back,Bailar Riddim,6
1442,0.809,0.792,2,-6.557,1,0.0948,0.102,0.000277,0.312,0.852,124.043,audio_features,342IN7R7WLFvxwxkJ5vkaj,spotify:track:342IN7R7WLFvxwxkJ5vkaj,https://api.spotify.com/v1/tracks/342IN7R7WLFvxwxkJ5vkaj,https://api.spotify.com/v1/audio-analysis/342IN7R7WLFvxwxkJ5vkaj,177586,4,Future Class & Makloud,Good Dope,1
1443,0.604,0.9,2,-2.283,0,0.0497,0.126,0.0,0.122,0.693,123.907,audio_features,4h5I5Y4HZzLNFveiLyXABZ,spotify:track:4h5I5Y4HZzLNFveiLyXABZ,https://api.spotify.com/v1/tracks/4h5I5Y4HZzLNFveiLyXABZ,https://api.spotify.com/v1/audio-analysis/4h5I5Y4HZzLNFveiLyXABZ,160272,4,Lost + Found,So Into You,1
1444,0.794,0.957,7,-4.404,1,0.0417,0.00255,0.701,0.0477,0.354,123.981,audio_features,1G4FRQ4zQRgewsYvJhT7Rn,spotify:track:1G4FRQ4zQRgewsYvJhT7Rn,https://api.spotify.com/v1/tracks/1G4FRQ4zQRgewsYvJhT7Rn,https://api.spotify.com/v1/audio-analysis/1G4FRQ4zQRgewsYvJhT7Rn,211452,4,Bexxie,Feel The Energy,2
1445,0.582,0.889,0,-4.386,1,0.0491,0.021,0.0,0.687,0.438,121.977,audio_features,1gX4wETtMGvOB7u1proVfj,spotify:track:1gX4wETtMGvOB7u1proVfj,https://api.spotify.com/v1/tracks/1gX4wETtMGvOB7u1proVfj,https://api.spotify.com/v1/audio-analysis/1gX4wETtMGvOB7u1proVfj,194880,4,RAYE,Call On Me,6
1446,0.737,0.615,8,-7.971,1,0.0682,0.0516,0.00219,0.0954,0.717,109.992,audio_features,5i5zn4un7FhVeNYiGNnLDA,spotify:track:5i5zn4un7FhVeNYiGNnLDA,https://api.spotify.com/v1/tracks/5i5zn4un7FhVeNYiGNnLDA,https://api.spotify.com/v1/audio-analysis/5i5zn4un7FhVeNYiGNnLDA,170087,4,Aluna & Michael Brun & Alicai Harley,Trouble - Spotify Singles,2
1447,0.609,0.834,10,-5.588,0,0.0722,0.00924,0.000243,0.307,0.351,126.077,audio_features,6DrbW5cFbwb1JHcdAXO8tD,spotify:track:6DrbW5cFbwb1JHcdAXO8tD,https://api.spotify.com/v1/tracks/6DrbW5cFbwb1JHcdAXO8tD,https://api.spotify.com/v1/audio-analysis/6DrbW5cFbwb1JHcdAXO8tD,165833,3,DubVision & Pontifexx,Stand By You,2
1448,0.832,0.669,9,-6.195,0,0.0389,0.00296,0.273,0.063,0.514,124.042,audio_features,2xNxxDFIoCBIUYlTNK8oiU,spotify:track:2xNxxDFIoCBIUYlTNK8oiU,https://api.spotify.com/v1/tracks/2xNxxDFIoCBIUYlTNK8oiU,https://api.spotify.com/v1/audio-analysis/2xNxxDFIoCBIUYlTNK8oiU,204160,4,SNBRN & BIJOU & CeCe Rogers,Poison,2
1450,0.65,0.771,8,-7.696,0,0.0558,0.0396,1.64e-05,0.175,0.769,124.987,audio_features,6SK5X1cj2G3vFNb7iTmLfV,spotify:track:6SK5X1cj2G3vFNb7iTmLfV,https://api.spotify.com/v1/tracks/6SK5X1cj2G3vFNb7iTmLfV,https://api.spotify.com/v1/audio-analysis/6SK5X1cj2G3vFNb7iTmLfV,125760,4,Dubdogz & Mariana BO & Flakkë & LUISAH,Drop It (feat. LUISAH),2
1451,0.848,0.768,6,-5.386,0,0.0373,0.0412,0.000785,0.195,0.777,118.961,audio_features,66W1rVTnEv86dIkFhoiElg,spotify:track:66W1rVTnEv86dIkFhoiElg,https://api.spotify.com/v1/tracks/66W1rVTnEv86dIkFhoiElg,https://api.spotify.com/v1/audio-analysis/66W1rVTnEv86dIkFhoiElg,176767,4,Regard & RAYE,Secrets,1
1452,0.563,0.735,6,-6.488,0,0.108,0.0109,2.32e-05,0.0871,0.24,125.076,audio_features,65tzGxRAwbrZd2yhHcGgLf,spotify:track:65tzGxRAwbrZd2yhHcGgLf,https://api.spotify.com/v1/tracks/65tzGxRAwbrZd2yhHcGgLf,https://api.spotify.com/v1/audio-analysis/65tzGxRAwbrZd2yhHcGgLf,166639,4,Tobtok & Jem Cooke,My Carousel,6
1454,0.783,0.789,1,-6.529,1,0.0508,0.0107,0.00266,0.122,0.638,124.012,audio_features,37V78aaqEliOSPJxVgxNfm,spotify:track:37V78aaqEliOSPJxVgxNfm,https://api.spotify.com/v1/tracks/37V78aaqEliOSPJxVgxNfm,https://api.spotify.com/v1/audio-analysis/37V78aaqEliOSPJxVgxNfm,164516,4,Vintage Culture & Elise LeGrow,It Is What It Is (feat. Elise LeGrow),1
1455,0.513,0.836,2,-3.781,1,0.0579,0.0463,0.0,0.128,0.304,124.964,audio_features,71H8k9qe7DersxR6KyhUnI,spotify:track:71H8k9qe7DersxR6KyhUnI,https://api.spotify.com/v1/tracks/71H8k9qe7DersxR6KyhUnI,https://api.spotify.com/v1/audio-analysis/71H8k9qe7DersxR6KyhUnI,151312,4,Nicky Romero & MARF & Wulf,Okay,6
1456,0.542,0.903,4,-2.419,0,0.0434,0.0335,4.83e-06,0.111,0.367,127.936,audio_features,6b1RNvAcJjQH73eZO4BLAB,spotify:track:6b1RNvAcJjQH73eZO4BLAB,https://api.spotify.com/v1/tracks/6b1RNvAcJjQH73eZO4BLAB,https://api.spotify.com/v1/audio-analysis/6b1RNvAcJjQH73eZO4BLAB,207619,4,Sam Feldt & RANI & GATTÜSO,Post Malone (feat. RANI) - GATTÜSO Remix,6
1457,0.649,0.877,1,-5.983,1,0.0589,0.000633,0.0634,0.335,0.296,119.991,audio_features,6FANeHrcPH8cDFUgty6jDS,spotify:track:6FANeHrcPH8cDFUgty6jDS,https://api.spotify.com/v1/tracks/6FANeHrcPH8cDFUgty6jDS,https://api.spotify.com/v1/audio-analysis/6FANeHrcPH8cDFUgty6jDS,194904,4,M-22 & Lorne,Think About Us - 90's Club Mix,6
1458,0.751,0.714,2,-6.502,0,0.0379,0.0259,0.000504,0.0508,0.529,120.007,audio_features,5fYN8kPYyAWWJUBX57vmXb,spotify:track:5fYN8kPYyAWWJUBX57vmXb,https://api.spotify.com/v1/tracks/5fYN8kPYyAWWJUBX57vmXb,https://api.spotify.com/v1/audio-analysis/5fYN8kPYyAWWJUBX57vmXb,156913,4,Oliver Heldens & Boy Matthews,Details (feat. Boy Matthews),6
1460,0.724,0.969,10,-4.729,0,0.13,0.00259,0.0486,0.064,0.463,125.006,audio_features,1qbfDP2K3YhA02U1KX06UM,spotify:track:1qbfDP2K3YhA02U1KX06UM,https://api.spotify.com/v1/tracks/1qbfDP2K3YhA02U1KX06UM,https://api.spotify.com/v1/audio-analysis/1qbfDP2K3YhA02U1KX06UM,197760,4,BROHUG,Stockholm,2
1461,0.814,0.874,6,-5.316,1,0.0425,0.000222,0.522,0.276,0.434,123.992,audio_features,1olCzMxaeiQKNO64ssWVGr,spotify:track:1olCzMxaeiQKNO64ssWVGr,https://api.spotify.com/v1/tracks/1olCzMxaeiQKNO64ssWVGr,https://api.spotify.com/v1/audio-analysis/1olCzMxaeiQKNO64ssWVGr,161041,4,Rain Radio & DJ Craig Gorman,Talk About,2
1462,0.84,0.868,11,-6.173,0,0.0721,0.0259,0.573,0.0891,0.851,126.001,audio_features,6uABa7vKOgFqXnwvk8NBr5,spotify:track:6uABa7vKOgFqXnwvk8NBr5,https://api.spotify.com/v1/tracks/6uABa7vKOgFqXnwvk8NBr5,https://api.spotify.com/v1/audio-analysis/6uABa7vKOgFqXnwvk8NBr5,203810,4,Biscits,Talk To Me,2
1463,0.593,0.96,10,-4.896,0,0.07,0.0431,0.766,0.245,0.448,126.998,audio_features,0F5DJA5gUkR9YSPIP1lCl2,spotify:track:0F5DJA5gUkR9YSPIP1lCl2,https://api.spotify.com/v1/tracks/0F5DJA5gUkR9YSPIP1lCl2,https://api.spotify.com/v1/audio-analysis/0F5DJA5gUkR9YSPIP1lCl2,172913,4,Moguai & Benny Benassi & Kryder,ACIIID - Kryder x Benny Benassi Remix,2
1464,0.936,0.732,6,-5.476,0,0.136,0.143,0.133,0.55,0.924,124.99,audio_features,6toCdsVO7FKI7Ggedfe1Ed,spotify:track:6toCdsVO7FKI7Ggedfe1Ed,https://api.spotify.com/v1/tracks/6toCdsVO7FKI7Ggedfe1Ed,https://api.spotify.com/v1/audio-analysis/6toCdsVO7FKI7Ggedfe1Ed,261500,4,DJ Q & Robbie Rue,Zip Zap,1
1465,0.718,0.753,11,-8.333,1,0.0472,0.00992,0.0216,0.0791,0.402,118.008,audio_features,1AebvIVZtZpHwLL16K9K0b,spotify:track:1AebvIVZtZpHwLL16K9K0b,https://api.spotify.com/v1/tracks/1AebvIVZtZpHwLL16K9K0b,https://api.spotify.com/v1/audio-analysis/1AebvIVZtZpHwLL16K9K0b,221032,4,LADIPOE & Aluna & Sigag Lauren,Jaiye (Aluna and Sigag Lauren Remix),2
1466,0.898,0.952,9,-5.337,1,0.188,0.0334,0.000555,0.296,0.959,123.988,audio_features,09JBbmL7Pmm1Zsus7BXHBG,spotify:track:09JBbmL7Pmm1Zsus7BXHBG,https://api.spotify.com/v1/tracks/09JBbmL7Pmm1Zsus7BXHBG,https://api.spotify.com/v1/audio-analysis/09JBbmL7Pmm1Zsus7BXHBG,171787,4,Buzz Low,Thong Song,2
1467,0.73,0.91,7,-5.509,1,0.191,0.109,0.144,0.0509,0.3,128.053,audio_features,4obMuJXFa9APNiFtlQHFBh,spotify:track:4obMuJXFa9APNiFtlQHFBh,https://api.spotify.com/v1/tracks/4obMuJXFa9APNiFtlQHFBh,https://api.spotify.com/v1/audio-analysis/4obMuJXFa9APNiFtlQHFBh,132891,4,Dwin & Kush Kush,Tokyo,3
1468,0.761,0.781,5,-6.778,0,0.141,0.0681,0.108,0.0607,0.473,123.023,audio_features,1t0Jmqg1pKVBbxjQFZebeR,spotify:track:1t0Jmqg1pKVBbxjQFZebeR,https://api.spotify.com/v1/tracks/1t0Jmqg1pKVBbxjQFZebeR,https://api.spotify.com/v1/audio-analysis/1t0Jmqg1pKVBbxjQFZebeR,285375,4,Fred again.. & The Blessed Madonna,Marea (We’ve Lost Dancing),5
1469,0.817,0.974,5,-5.703,0,0.0473,0.00664,0.255,0.0651,0.973,126.006,audio_features,7J4zszAZxAyowZp7gNUIUI,spotify:track:7J4zszAZxAyowZp7gNUIUI,https://api.spotify.com/v1/tracks/7J4zszAZxAyowZp7gNUIUI,https://api.spotify.com/v1/audio-analysis/7J4zszAZxAyowZp7gNUIUI,113128,4,Goodboys,Bongo Cha Cha Cha,1
1470,0.667,0.927,10,-6.183,0,0.0489,0.00265,0.103,0.108,0.544,122.997,audio_features,3mC9L7eDVsaAqnLbOya3U4,spotify:track:3mC9L7eDVsaAqnLbOya3U4,https://api.spotify.com/v1/tracks/3mC9L7eDVsaAqnLbOya3U4,https://api.spotify.com/v1/audio-analysis/3mC9L7eDVsaAqnLbOya3U4,176098,4,Aluna & Lady Bee,Body Pump - Lady Bee Remix,2
1471,0.805,0.904,8,-6.717,0,0.0507,0.00785,0.9,0.0396,0.501,126.0,audio_features,5KGn7C4GflN0EFMNqDmUY9,spotify:track:5KGn7C4GflN0EFMNqDmUY9,https://api.spotify.com/v1/tracks/5KGn7C4GflN0EFMNqDmUY9,https://api.spotify.com/v1/audio-analysis/5KGn7C4GflN0EFMNqDmUY9,228571,4,Late Replies,Hold Up,2
1472,0.68,0.95,8,-4.595,1,0.182,0.00203,0.538,0.552,0.14,134.982,audio_features,4xZax8srPgsXV2mpMerqEk,spotify:track:4xZax8srPgsXV2mpMerqEk,https://api.spotify.com/v1/tracks/4xZax8srPgsXV2mpMerqEk,https://api.spotify.com/v1/audio-analysis/4xZax8srPgsXV2mpMerqEk,223280,4,i_o,Castles In The Sky,3
1473,0.791,0.696,5,-4.673,0,0.0471,0.1,7.7e-06,0.141,0.365,125.953,audio_features,5bs7RjAKaLuJuKy8n6vmNR,spotify:track:5bs7RjAKaLuJuKy8n6vmNR,https://api.spotify.com/v1/tracks/5bs7RjAKaLuJuKy8n6vmNR,https://api.spotify.com/v1/audio-analysis/5bs7RjAKaLuJuKy8n6vmNR,157148,4,Sunlike Brothers & LANNÉ & Brenton Mattheus,Mistakes,6
1474,0.686,0.807,2,-7.744,1,0.0437,0.0017,0.0343,0.186,0.454,124.96,audio_features,4wAB0TsHw6Ggv1axTDEZfk,spotify:track:4wAB0TsHw6Ggv1axTDEZfk,https://api.spotify.com/v1/tracks/4wAB0TsHw6Ggv1axTDEZfk,https://api.spotify.com/v1/audio-analysis/4wAB0TsHw6Ggv1axTDEZfk,154642,4,Thomas Newson,In The Club,6
1475,0.694,0.715,1,-9.325,1,0.0788,0.000802,0.553,0.175,0.509,125.008,audio_features,1EHgCTp5LuW5Rlt7IruwCf,spotify:track:1EHgCTp5LuW5Rlt7IruwCf,https://api.spotify.com/v1/tracks/1EHgCTp5LuW5Rlt7IruwCf,https://api.spotify.com/v1/audio-analysis/1EHgCTp5LuW5Rlt7IruwCf,240057,4,Blinkie,What You Want,6
1476,0.774,0.911,11,-5.377,0,0.0849,0.0381,0.0136,0.122,0.477,124.012,audio_features,6T9cSQMRmd1sJC6UJLYywZ,spotify:track:6T9cSQMRmd1sJC6UJLYywZ,https://api.spotify.com/v1/tracks/6T9cSQMRmd1sJC6UJLYywZ,https://api.spotify.com/v1/audio-analysis/6T9cSQMRmd1sJC6UJLYywZ,189798,4,Kim Kaey,Chance To Dance,2
1477,0.534,0.772,4,-5.966,0,0.105,0.3,0.00187,0.58,0.444,110.888,audio_features,17UzpGcbxDFds1D9QahiR6,spotify:track:17UzpGcbxDFds1D9QahiR6,https://api.spotify.com/v1/tracks/17UzpGcbxDFds1D9QahiR6,https://api.spotify.com/v1/audio-analysis/17UzpGcbxDFds1D9QahiR6,125847,1,EKAE,See Me Fall,6
1478,0.735,0.949,9,-3.734,1,0.084,0.00212,0.561,0.347,0.557,125.03,audio_features,2ZDssPiWL5pxRB03Ll9WWy,spotify:track:2ZDssPiWL5pxRB03Ll9WWy,https://api.spotify.com/v1/tracks/2ZDssPiWL5pxRB03Ll9WWy,https://api.spotify.com/v1/audio-analysis/2ZDssPiWL5pxRB03Ll9WWy,176720,4,SIDEPIECE,Acrobatic,2
1479,0.766,0.611,11,-9.251,1,0.0542,0.112,0.000606,0.187,0.128,126.0,audio_features,5LRxdeykOfvKb1aWGrrGyo,spotify:track:5LRxdeykOfvKb1aWGrrGyo,https://api.spotify.com/v1/tracks/5LRxdeykOfvKb1aWGrrGyo,https://api.spotify.com/v1/audio-analysis/5LRxdeykOfvKb1aWGrrGyo,161190,4,R3HAB & GATTÜSO,Creep - mint Singles,2
1480,0.88,0.751,7,-4.258,0,0.0874,0.177,6.43e-05,0.106,0.884,117.948,audio_features,2tnVG71enUj33Ic2nFN6kZ,spotify:track:2tnVG71enUj33Ic2nFN6kZ,https://api.spotify.com/v1/tracks/2tnVG71enUj33Ic2nFN6kZ,https://api.spotify.com/v1/audio-analysis/2tnVG71enUj33Ic2nFN6kZ,157606,4,Regard,Ride It,2
1481,0.816,0.917,11,-3.274,0,0.147,0.00237,0.0225,0.0796,0.497,126.05,audio_features,1vV4T6tvTn4FIrwdvom3rf,spotify:track:1vV4T6tvTn4FIrwdvom3rf,https://api.spotify.com/v1/tracks/1vV4T6tvTn4FIrwdvom3rf,https://api.spotify.com/v1/audio-analysis/1vV4T6tvTn4FIrwdvom3rf,163854,4,Subshock & Evangelos,Like This,2
1482,0.552,0.796,1,-4.465,0,0.029,0.0277,0.598,0.272,0.356,128.036,audio_features,3lV3VRC8SCvSjY46E3BcMi,spotify:track:3lV3VRC8SCvSjY46E3BcMi,https://api.spotify.com/v1/tracks/3lV3VRC8SCvSjY46E3BcMi,https://api.spotify.com/v1/audio-analysis/3lV3VRC8SCvSjY46E3BcMi,169740,4,ARTY & Vion Konger,Run Away,6
1484,0.668,0.603,1,-7.201,0,0.103,0.0766,0.0368,0.54,0.525,126.016,audio_features,5ym3bCHNv6OoDuQ96lNu3y,spotify:track:5ym3bCHNv6OoDuQ96lNu3y,https://api.spotify.com/v1/tracks/5ym3bCHNv6OoDuQ96lNu3y,https://api.spotify.com/v1/audio-analysis/5ym3bCHNv6OoDuQ96lNu3y,173810,4,Aviella,tell me what you’re thinking,6
1485,0.741,0.697,0,-7.028,1,0.0277,0.0664,2.28e-05,0.133,0.774,116.109,audio_features,2LawezPeJhN4AWuSB0GtAU,spotify:track:2LawezPeJhN4AWuSB0GtAU,https://api.spotify.com/v1/tracks/2LawezPeJhN4AWuSB0GtAU,https://api.spotify.com/v1/audio-analysis/2LawezPeJhN4AWuSB0GtAU,160133,4,Creedence Clearwater Revival,Have You Ever Seen The Rain,1
1486,0.73,0.868,5,-7.325,1,0.0288,0.0632,0.0661,0.318,0.923,148.217,audio_features,6cr6UDpkjEaMQ80OjWqEBQ,spotify:track:6cr6UDpkjEaMQ80OjWqEBQ,https://api.spotify.com/v1/tracks/6cr6UDpkjEaMQ80OjWqEBQ,https://api.spotify.com/v1/audio-analysis/6cr6UDpkjEaMQ80OjWqEBQ,350400,4,Dire Straits,Sultans of Swing,5
1487,0.574,0.913,6,-4.793,0,0.133,0.061,0.00158,0.156,0.423,115.728,audio_features,2zYzyRzz6pRmhPzyfMEC8s,spotify:track:2zYzyRzz6pRmhPzyfMEC8s,https://api.spotify.com/v1/tracks/2zYzyRzz6pRmhPzyfMEC8s,https://api.spotify.com/v1/audio-analysis/2zYzyRzz6pRmhPzyfMEC8s,208400,4,AC/DC,Highway to Hell,2
1488,0.564,0.932,11,-10.068,1,0.0554,0.013,0.169,0.349,0.619,112.937,audio_features,78lgmZwycJ3nzsdgmPPGNx,spotify:track:78lgmZwycJ3nzsdgmPPGNx,https://api.spotify.com/v1/tracks/78lgmZwycJ3nzsdgmPPGNx,https://api.spotify.com/v1/audio-analysis/78lgmZwycJ3nzsdgmPPGNx,146250,4,Led Zeppelin,Immigrant Song - Remaster,2
1489,0.454,0.91,6,-7.766,1,0.0448,0.0866,0.0996,0.116,0.629,125.116,audio_features,7o2CTH4ctstm8TNelqjb51,spotify:track:7o2CTH4ctstm8TNelqjb51,https://api.spotify.com/v1/tracks/7o2CTH4ctstm8TNelqjb51,https://api.spotify.com/v1/audio-analysis/7o2CTH4ctstm8TNelqjb51,354520,4,Guns N' Roses,Sweet Child O' Mine,5
1490,0.546,0.529,9,-13.6,1,0.0436,0.0629,0.000567,0.0383,0.574,151.727,audio_features,2X6gdRlGOQgfaXU9ALUQFQ,spotify:track:2X6gdRlGOQgfaXU9ALUQFQ,https://api.spotify.com/v1/tracks/2X6gdRlGOQgfaXU9ALUQFQ,https://api.spotify.com/v1/audio-analysis/2X6gdRlGOQgfaXU9ALUQFQ,271000,4,Fleetwood Mac,The Chain,2
